"Symbol","Date","BuyPeak","LastClose","Buytext","buypoint"
"AAP","01/19/2012","74.655","73.61","1%above 71.10trigger.Volume kicksinlate.","71.1"
"AAPL","10/02/2009","181.2195","180.76","6% past 172.59 entry in three-weeks-tight; 3% off high.","172.59"
"AAPL","12/28/2009","218.505","209.01","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","12/29/2009","218.505","211.58","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","12/30/2009","218.505","209.07","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","12/31/2009","218.505","211.8","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","01/01/2010","218.505","210.84","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","01/02/2010","218.505","210.84","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","01/03/2010","218.505","210.84","Cleared 208.10 buy point from a flat base with handle.","208.1"
"AAPL","01/04/2010","219.2505","210.84","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","01/06/2010","219.2505","214.38","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","01/07/2010","219.2505","210.94","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","01/08/2010","219.2505","210.58","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","01/09/2010","219.2505","211.89","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","01/10/2010","219.2505","211.89","1% past 208.81 buy pt after clearing 2-month flat base.","208.81"
"AAPL","03/16/2010","226.4745","223.9","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","03/17/2010","226.4745","224.55","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","03/18/2010","226.4745","224.07","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","03/19/2010","226.4745","224.75","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","03/20/2010","226.4745","222.21","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","03/21/2010","226.4745","222.21","5% past 215.69 buy point from eight-week cup base.","215.69"
"AAPL","06/21/2010","279.3420","274.07","Breaks out above cup-with-handle's 266.04 buy point.","266.04"
"AAPL","06/22/2010","279.3420","270.36","Breaks out above cup-with-handle's 266.04 buy point.","266.04"
"AAPL","06/23/2010","279.3420","273.46","Breaks out above cup-with-handle's 266.04 buy point.","266.04"
"AAPL","06/24/2010","279.3420","270.98","Breaks out above cup-with-handle's 266.04 buy point.","266.04"
"AAPL","06/25/2010","279.3420","268.73","Breaks out above cup-with-handle's 266.04 buy point.","266.04"
"AAPL","08/09/2010","293.0655","260.15","Forming base with possible 279.11 buy point.","279.11"
"AAPL","08/10/2010","293.0655","261.8","Forming base with possible 279.11 buy point.","279.11"
"AAPL","08/11/2010","293.0655","259.4","Forming base with possible 279.11 buy point.","279.11"
"AAPL","08/12/2010","293.0655","250.07","Forming base with possible 279.11 buy point.","279.11"
"AAPL","09/20/2010","279.3945","275.46","3% past 266.09 double-bottom trigger. Lacking volume.","266.09"
"AAPL","10/05/2010","279.3945","278.6","Pulls back to 6% past 266.09 double-bottom buy point.","266.09"
"AAPL","01/03/2011","337.470","322.44","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/04/2011","337.470","329.72","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/05/2011","337.470","331.3","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/06/2011","337.470","334","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/07/2011","337.470","333.65","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/08/2011","337.470","336.13","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/09/2011","337.470","336.13","Wedges higher, past 321.40 buy point in later-stage base.","321.4"
"AAPL","01/10/2011","337.470","336.13","5% past 321.40 buy point from later-stage base.","321.4"
"AAPL","01/21/2011","337.470","332.82","At new high and 8% past 321.40 trigger in later-stage base.","321.4"
"AAPL","01/29/2011","337.470","336.05","2% past 321.40 entry after last week's 6% sell-off.","321.4"
"AAPL","01/30/2011","337.470","336.05","2% past 321.40 entry after last week's 6% sell-off.","321.4"
"AAPL","01/31/2011","337.470","336.05","5% past 321.40 buy pt. Found support at 10-week line.","321.4"
"AAPL","09/19/2011","411.7890","400.24","Clears392.18 buypoint indull volume, buthigherweekly trade.","392.18"
"AAPL","09/20/2011","411.7890","411.64","Clears392.18 buypoint indull volume, buthigherweekly trade.","392.18"
"AAPL","01/09/2012","448.140","422.45","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/10/2012","448.140","421.73","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/11/2012","448.140","423.23","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/12/2012","448.140","422.55","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/13/2012","448.140","421.322","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/14/2012","448.140","419.955","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/15/2012","448.140","419.955","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/16/2012","448.140","419.955","Nearing426.80buy point. Butit'sa late-stagepattern.","426.8"
"AAPL","01/17/2012","449.2425","419.955","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/18/2012","449.2425","424.7","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/19/2012","449.2425","429.09","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/20/2012","449.2425","427.63","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/21/2012","449.2425","420.26","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/22/2012","449.2425","420.26","2%below427.85 cup w/ handlebuypoint; late-stage base.","427.85"
"AAPL","01/23/2012","449.2425","420.26","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/24/2012","449.2425","427.36","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/25/2012","449.2425","420.503","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/26/2012","449.2425","446.58","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/27/2012","449.2425","444.56","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/28/2012","449.2425","447.47","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/29/2012","449.2425","447.47","Justunder 427.85cup with handlebuy point;had longrun.","427.85"
"AAPL","01/30/2012","449.2425","447.47","Now5% above427.85 cup-with-handlebuy point.","427.85"
"AAPL","07/21/2012","650.9685","603.8","Fourdaysinto ahandlewith possible619.97 buy point.","619.97"
"AAPL","07/22/2012","650.9685","603.8","Fourdaysinto ahandlewith possible619.97 buy point.","619.97"
"AAPL","07/23/2012","650.9685","603.8","Sketcheshandlein cupbase with possible619.97 buypoint.","619.97"
"AAPL","07/28/2012","650.9685","585.28","Sketcheshandlein cupbase with possible619.97 buypoint.","619.97"
"AAPL","07/29/2012","650.9685","585.28","Sketcheshandlein cupbase with possible619.97 buypoint.","619.97"
"AAPL","07/30/2012","650.9685","585.28","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","07/31/2012","650.9685","594.96","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/01/2012","650.9685","610.76","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/02/2012","650.9685","606.84","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/03/2012","650.9685","607.75","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/04/2012","650.9685","615.65","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/05/2012","650.9685","615.65","Holdsabove10-weekline; stillin cup withhandle, 619.97entry.","619.97"
"AAPL","08/06/2012","650.9685","615.65","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/07/2012","650.9685","622.483","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/08/2012","650.9685","620.97","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/09/2012","650.9685","619.85","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/10/2012","650.9685","620.73","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/11/2012","650.9685","621.64","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/12/2012","650.9685","621.64","Nearing619.97buy pointincup-with-handle base.","619.97"
"AAPL","08/13/2012","650.9685","621.64","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/14/2012","650.9685","630","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/15/2012","650.9685","631.63","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/16/2012","650.9685","630.63","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/17/2012","650.9685","636.3","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/18/2012","650.9685","648.1599","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/19/2012","650.9685","648.1599","Clears619.97 buypoint base,but did soinlighttrade.","619.97"
"AAPL","08/20/2012","650.9685","648.1599","Morethan 4%past619.97 buy pointincup with handle.","619.97"
"AAPL","10/09/2012","650.9685","638.17","Easesto5% past619.97 buy pointasit tests10-weekline.","619.97"
"AAPL","10/10/2012","650.9685","636.17","Easesto5% past619.97 buy pointasit tests10-weekline.","619.97"
"ABC","06/17/2010","34.2195","32.74","Finds support after dip to 10-wk; 32.59 possible buy pt.","32.59"
"ABC","06/18/2010","34.2195","32.9","Finds support after dip to 10-wk; 32.59 possible buy pt.","32.59"
"ABC","06/19/2010","34.2195","32.55","Finds support after dip to 10-wk; 32.59 possible buy pt.","32.59"
"ABC","06/20/2010","34.2195","32.55","Finds support after dip to 10-wk; 32.59 possible buy pt.","32.59"
"ABG","05/01/2013","40.2675","40.11","3%past38.35buy pointinodd flatbase.","38.35"
"ABG","05/02/2013","40.2675","38.69","3%past38.35buy pointinodd flatbase.","38.35"
"ABG","05/03/2013","40.2675","40.22","3%past38.35buy pointinodd flatbase.","38.35"
"ABG","05/29/2014","68.7540","64.36","Forms3-weeks-tight patternwith 65.48buy point.","65.48"
"ABG","05/30/2014","68.7540","64.65","Forms3-weeks-tight patternwith 65.48buy point.","65.48"
"ABG","05/31/2014","68.7540","64.62","Forms3-weeks-tight patternwith 65.48buy point.","65.48"
"ABG","06/01/2014","68.7540","64.62","Forms3-weeks-tight patternwith 65.48buy point.","65.48"
"ABG","06/02/2014","68.7540","64.62","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/03/2014","68.7540","64.42","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/04/2014","68.7540","66.2","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/05/2014","68.7540","65.85","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/06/2014","68.7540","65.78","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/07/2014","68.7540","65.51","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/08/2014","68.7540","65.51","Below65.48buypoint of three-weeks-tightpattern.","65.48"
"ABG","06/09/2014","68.7540","65.51","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/10/2014","68.7540","65.22","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/11/2014","68.7540","65.5","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/12/2014","68.7540","64.63","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/13/2014","68.7540","62.46","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/14/2014","68.7540","62.28","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABG","06/15/2014","68.7540","62.28","Justabove65.48 buypointof three-weeks-tight.","65.48"
"ABV","07/12/2010","114.9015","106.95","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/13/2010","114.9015","104.88","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/14/2010","114.9015","105.67","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/15/2010","114.9015","105.64","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/16/2010","114.9015","106.48","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/17/2010","114.9015","106.56","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/18/2010","114.9015","106.56","Below 109.43 buy point in cup-with-high-handle base.","109.43"
"ABV","07/19/2010","114.9015","106.56","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/20/2010","114.9015","106.75","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/21/2010","114.9015","107.08","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/22/2010","114.9015","106.38","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/23/2010","114.9015","109.63","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/24/2010","114.9015","108.57","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","07/25/2010","114.9015","108.57","Cup with high handle appears with buy point at 109.43.","109.43"
"ABV","08/02/2010","114.9015","109.32","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/03/2010","114.9015","109.34","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/04/2010","114.9015","108.74","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/05/2010","114.9015","108.56","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/06/2010","114.9015","107.81","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/07/2010","114.9015","105.84","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","08/08/2010","114.9015","105.84","Near 109.43 trigger in high handle or bounce off 10-wk line.","109.43"
"ABV","11/08/2010","150.8115","143.62","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/09/2010","150.8115","144.264","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/10/2010","150.8115","139.66","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/11/2010","150.8115","138.68","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/12/2010","150.8115","138.27","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/13/2010","150.8115","137.03","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","11/14/2010","150.8115","137.03","Briefly clear three-weeks-tight pattern of 143.63.","143.63"
"ABV","12/07/2010","152.7330","142.09","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/08/2010","152.7330","140.32","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/09/2010","152.7330","140.98","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/10/2010","152.7330","139.55","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/11/2010","152.7330","141.23","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/12/2010","152.7330","141.23","Forming flat base w/ 145.46 buy pt; gets 10-wk support.","145.46"
"ABV","12/23/2010","152.7330","151.92","Pokes briefly above 145.46 buy point in flat base; no volume.","145.46"
"ABV","12/24/2010","152.7330","151.99","Pokes briefly above 145.46 buy point in flat base; no volume.","145.46"
"ABV","12/25/2010","152.7330","151.99","Pokes briefly above 145.46 buy point in flat base; no volume.","145.46"
"ABV","12/26/2010","152.7330","151.99","Pokes briefly above 145.46 buy point in flat base; no volume.","145.46"
"ABV","12/27/2010","152.7330","151.99","4% past 145.46 five-week flat base trigger.","145.46"
"ABV","12/29/2010","152.7330","30.04","4% past 145.46 five-week flat base trigger.","145.46"
"ABV","12/31/2010","152.7330","31.13","4% past 145.46 five-week flat base trigger.","145.46"
"ABV","01/01/2011","152.7330","31.042","4% past 145.46 five-week flat base trigger.","145.46"
"ABV","01/02/2011","152.7330","31.042","4% past 145.46 five-week flat base trigger.","145.46"
"ABV","01/06/2011","30.6285","30.54","6% past 29.17 buy point in flat base; split shrs 5-for-1.","29.17"
"ABV","01/07/2011","30.6285","30.51","6% past 29.17 buy point in flat base; split shrs 5-for-1.","29.17"
"ABV","01/08/2011","30.6285","30.1796","6% past 29.17 buy point in flat base; split shrs 5-for-1.","29.17"
"ABV","01/09/2011","30.6285","30.1796","6% past 29.17 buy point in flat base; split shrs 5-for-1.","29.17"
"ABV","01/10/2011","30.6285","30.1796","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/11/2011","30.6285","29.99","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/12/2011","30.6285","30.2","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/13/2011","30.6285","29.36","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/14/2011","30.6285","29.21","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/15/2011","30.6285","28.06","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/16/2011","30.6285","28.06","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","01/17/2011","30.6285","28.06","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17"
"ABV","06/02/2011","33.705","31.02","Pullbackfrom32.10 cup buyptmay turn intohigh handle.","32.1"
"ABV","07/06/2011","35.0070","34.49","3%past33.34entry infirst stage, base-on-basepattern.","33.34"
"ABV","07/07/2011","35.0070","34.46","3%past33.34entry infirst stage, base-on-basepattern.","33.34"
"ABV","07/08/2011","35.0070","33.89","3%past33.34entry infirst stage, base-on-basepattern.","33.34"
"ABV","07/09/2011","35.0070","33.03","3%past33.34entry infirst stage, base-on-basepattern.","33.34"
"ABV","07/10/2011","35.0070","33.03","3%past33.34entry infirst stage, base-on-basepattern.","33.34"
"ABV","08/25/2011","36.5190","33.72","Regains10-wkaverageonhigh vol; possible34.78 buypoint.","34.78"
"ABV","08/26/2011","36.5190","33.5","Regains10-wkaverageonhigh vol; possible34.78 buypoint.","34.78"
"ABV","08/30/2011","36.5190","34.31","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","08/31/2011","36.5190","34.7","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/01/2011","36.5190","35.64","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/02/2011","36.5190","34.99","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/03/2011","36.5190","34.42","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/04/2011","36.5190","34.42","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/05/2011","36.5190","34.42","Rightside of V-shapedcup forms withbuy pointat 34.78.","34.78"
"ABV","09/06/2011","36.5190","34.42","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/07/2011","36.5190","33.44","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/08/2011","36.5190","33.75","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/09/2011","36.5190","33.4","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/10/2011","36.5190","32.39","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/11/2011","36.5190","32.39","Hoversjustbelow34.78 buypointfrom V-shapedbase.","34.78"
"ABV","09/12/2011","36.5190","32.39","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/13/2011","36.5190","32.11","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/14/2011","36.5190","32.32","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/15/2011","36.5190","32.68","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/16/2011","36.5190","32.97","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/17/2011","36.5190","32.64","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/18/2011","36.5190","32.64","Down7% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/19/2011","36.5190","32.64","Down6% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/20/2011","36.5190","32.26","Down6% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/21/2011","36.5190","32.42","Down6% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","09/22/2011","36.5190","31.18","Down6% from 34.78entry, but findssupportat 10-weekline.","34.78"
"ABV","11/10/2011","36.6345","33.11","Addedhandleto baseonbase. Buy pointat34.89.","34.89"
"ABVT","11/11/2009","56.2170","53.49","Just above 53.54 buy pt after bounce off 10-wk avg.","53.54"
"ABVT","11/12/2009","56.2170","53.08","Just above 53.54 buy pt after bounce off 10-wk avg.","53.54"
"ABVT","11/13/2009","56.2170","53.74","Just above 53.54 buy pt after bounce off 10-wk avg.","53.54"
"ABVT","11/14/2009","56.2170","54.14","Just above 53.54 buy pt after bounce off 10-wk avg.","53.54"
"ABVT","11/15/2009","56.2170","54.14","Just above 53.54 buy pt after bounce off 10-wk avg.","53.54"
"ABVT","11/16/2009","66.8220","54.14","Just above 63.64 buy pt after rebound from 10-wk line.","63.64"
"ABVT","11/17/2009","66.8220","56.9","Just above 63.64 buy pt after rebound from 10-wk line.","63.64"
"ABVT","11/18/2009","66.8220","56.27","Just above 63.64 buy pt after rebound from 10-wk line.","63.64"
"ABVT","11/19/2009","66.8220","56.59","Just above 63.64 buy pt after rebound from 10-wk line.","63.64"
"ABVT","11/20/2009","66.8220","55.81","Just above 63.64 buy pt after rebound from 10-wk line.","63.64"
"ABVT","01/11/2010","70.455","65.17","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
"ABVT","01/12/2010","70.455","63.9","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
"ABVT","01/13/2010","70.455","62.3","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
"ABVT","01/14/2010","70.455","62.88","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
"ABVT","01/15/2010","70.455","62.2","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
"ABVT","01/16/2010","70.455","61.27","Formed three-weeks-tight with potential 67.10 buy pt.","67.1"
