"OpenDate","Symbol","BuyPrice","AdjPrice","OrigValue","OrigOutlook","Shares","CurrentDate","CurrentPrice","CurrentValue","Buytext","BuyPoint","Open","GainLoss","TrailStop","TrailMax","Outlook","ExitReason"
"3/26/2010 12:00:00 AM","PAY","20.2901","20.31","266061.00","uptrend","13100","5/4/2010 12:00:00 AM","18.48","242088.00","Retreating, but still 9% past 19.52 square-box buy point.","19.52","closed","-23973.00","off","0","pressure","loss"
"3/29/2010 12:00:00 AM","HLF","46.1","21.36","264864.00","uptrend","12400","8/19/2011 12:00:00 AM","47.80","592720.00","Forming cup-without-handle base; potential 45.28 buy point.","45.28","closed","327856.00","on","59.75","correction","trailstop"
"4/5/2010 12:00:00 AM","AIXG","38.35","36.51","266523.00","uptrend","7300","4/28/2010 12:00:00 AM","33.22","242506.00","Breaking out of cup with handle with buy point at 36.65.","36.65","closed","-24017.00","off","0","pressure","loss"
"4/13/2010 12:00:00 AM","CTSH","53.66","26.83","265617.00","uptrend","9900","5/5/2010 12:00:00 AM","24.42","241758.00","Building 4-weeks-tight pattern with 52.78 buy pt.","52.78","closed","-23859.00","off","0","correction","loss"
"4/13/2010 12:00:00 AM","JCG","47.89","47.93","263615.00","uptrend","5500","5/6/2010 12:00:00 AM","43.62","239910.00","Stalls after passing 46.73 buy pt in cup without handle.","46.73","closed","-23705.00","off","0","correction","loss"
"4/20/2010 12:00:00 AM","EZPW","22.7","22.7","265590.00","uptrend","11700","5/5/2010 12:00:00 AM","20.66","241722.00","Coiled in flat base, just below 22.29 buy point.","22.29","closed","-23868.00","off","0","correction","loss"
"4/28/2010 12:00:00 AM","TUP","51.78","46.39","264423.00","pressure","5700","5/6/2010 12:00:00 AM","42.21","240597.00","Up 5% from 50.73 buy point from second handle.","50.73","closed","-23826.00","off","0","correction","loss"
"6/21/2010 12:00:00 AM","CACC","49","49","264600.00","uptrend","5400","8/9/2011 12:00:00 AM","69.50","375300.00","Just above 48.39 buy pt after breakout from cup w/ handle.","48.39","closed","110700.00","on","86.87","correction","trailstop"
"6/24/2010 12:00:00 AM","HAS","42.82","37.75","264250.00","uptrend","7000","7/19/2010 12:00:00 AM","34.35","240450.00","Clears 42.69 buy point, but volume is way too soft.","42.69","closed","-23800.00","off","0","uptrend","loss"
"6/25/2010 12:00:00 AM","SWKS","17.6","17.54","266608.00","pressure","15200","3/15/2011 12:00:00 AM","30.18","458736.00","5% over 16.95 buy pt in short cup w/handle base.","16.95","closed","192128.00","on","37.72","correction","trailstop"
"6/25/2010 12:00:00 AM","WRLD","40.33","40.36","266376.00","pressure","6600","9/23/2011 12:00:00 AM","56.10","370260.00","Rough double bottom buy pt of 40.02 is passed without vol.","40.02","closed","103884.00","on","70.13","correction","trailstop"
"7/14/2010 12:00:00 AM","APKT","31.85","31.86","264438.00","uptrend","8300","7/19/2010 12:00:00 AM","28.99","240617.00","Below new 30.77 buy pt after light-volume dip to 10-wk.","30.77","closed","-23821.00","off","0","uptrend","loss"
"7/20/2010 12:00:00 AM","EPB","30.93","24.42","266178.00","uptrend","10900","12/5/2013 12:00:00 AM","33.57","365913.00","Building base-on-base pattern with 30.87 buy point.","30.87","closed","99735.00","on","41.96","uptrend","trailstop"
"8/10/2010 12:00:00 AM","NFLX","124.96","125.01","262521.00","uptrend","2100","3/8/2011 12:00:00 AM","198.01","415821.00","Formed double-bottom base with 124.10 trigger.","124.1","closed","153300.00","on","247.51","correction","trailstop"
"9/7/2010 12:00:00 AM","EGO","19.28","18.7","265540.00","uptrend","14200","10/19/2010 12:00:00 AM","17.02","241684.00","Dips below 19.17 buy point from cup without handle.","19.17","closed","-23856.00","off","0","uptrend","loss"
"9/8/2010 12:00:00 AM","NTAP","46.43","45.5","263900.00","uptrend","5800","3/10/2011 12:00:00 AM","47.86","277588.00","2nd test of 10-wk since 5/27 breakout; new 44.99 buy pt.","44.99","closed","13688.00","on","59.82","correction","trailstop"
"9/27/2010 12:00:00 AM","MELI","75.08","73.6","264960.00","uptrend","3600","10/4/2010 12:00:00 AM","66.98","241128.00","Forms 3-weeks-tight with possible 74.88 buy point.","74.88","closed","-23832.00","off","0","uptrend","loss"
"9/28/2010 12:00:00 AM","SHOO","40.94","18.193","265617.80","uptrend","14600","1/31/2011 12:00:00 AM","16.56","241776.00","May be adding handle w/ 40.27 buy point to cup base.","40.27","closed","-23841.80","off","0","pressure","loss"
"10/5/2010 12:00:00 AM","CXO","68.8","68.85","261630.00","uptrend","3800","5/5/2011 12:00:00 AM","88.71","337098.00","Remains 2% above 66.42 three-weeks-tight buy point.","66.42","closed","75468.00","on","110.89","correction","trailstop"
"10/5/2010 12:00:00 AM","NEM","63.66","58.08","261360.00","uptrend","4500","10/27/2010 12:00:00 AM","52.85","237825.00","Trading tight, just above 63.48 buy point in cup base.","63.48","closed","-23535.00","off","0","uptrend","loss"
"10/26/2010 12:00:00 AM","DECK","55.73","55.73","261931.00","uptrend","4700","6/10/2011 12:00:00 AM","77.60","364720.00","Potential handle forming on 18-wk base, 54.86 buy point.","54.86","closed","102789.00","on","97","correction","trailstop"
"10/26/2010 12:00:00 AM","SOA","18.44","18.4","264960.00","uptrend","14400","6/15/2011 12:00:00 AM","21.63","311472.00","Near 18.17 buy point in cup-with-handle base.","18.17","closed","46512.00","on","27.04","correction","trailstop"
"11/5/2010 12:00:00 AM","LULU","48.0999","24.05","264550.00","uptrend","11000","8/5/2011 12:00:00 AM","51.62","567820.00","Falls below 44.97 double-bottom-with-handle buy point.","44.97","closed","303270.00","on","64.53","correction","trailstop"
"1/11/2011 12:00:00 AM","ABV","30.2","27.71","266016.00","uptrend","9600","1/19/2011 12:00:00 AM","25.22","242112.00","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17","closed","-23904.00","off","0","uptrend","loss"
"1/13/2011 12:00:00 AM","ILMN","69.53","69.59","264442.00","uptrend","3800","3/10/2011 12:00:00 AM","63.33","240654.00","Just below 66.69 buy point in 5-weeks-tight pattern.","66.69","closed","-23788.00","off","0","correction","loss"
"2/7/2011 12:00:00 AM","SRCL","84.93","84.91","263221.00","uptrend","3100","8/5/2011 12:00:00 AM","77.27","239537.00","Jumps off 10-week line, clears square box at 82.31.","82.31","closed","-23684.00","off","0","correction","loss"
"4/1/2011 12:00:00 AM","HS","39.04","39.02","265336.00","uptrend","6800","8/3/2011 12:00:00 AM","35.51","241468.00","Easesafterclearing38.85 4-weeks-tightentry.","38.85","closed","-23868.00","off","0","correction","loss"
"4/27/2011 12:00:00 AM","SOHU","106.16","106.16","265400.00","uptrend","2500","5/3/2011 12:00:00 AM","96.61","241525.00","Three-weeks-tightpatternappears with buypoint at102.52.","102.52","closed","-23875.00","off","0","uptrend","loss"
"4/28/2011 12:00:00 AM","COH","60.35","56.33","264751.00","uptrend","4700","8/5/2011 12:00:00 AM","51.26","240922.00","Gets closertodouble-bottom potentialbuypoint of58.38.","58.38","closed","-23829.00","off","0","correction","loss"
"4/29/2011 12:00:00 AM","ORCL","36.04","34.79","264404.00","uptrend","7600","6/2/2011 12:00:00 AM","31.66","240616.00","Edgespast34.53 buypointin cup withhigh handle.","34.53","closed","-23788.00","off","0","correction","loss"
"4/29/2011 12:00:00 AM","PPO","61.75","61.77","265611.00","uptrend","4300","5/3/2011 12:00:00 AM","56.21","241703.00","Nearing60.60buypoint incup-with-handlebase.","60.6","closed","-23908.00","off","0","uptrend","loss"
"7/6/2011 12:00:00 AM","AGP","74.83","74.87","262045.00","uptrend","3500","7/27/2011 12:00:00 AM","68.13","238455.00","Volumekicks inafterstock clears 71.81buypoint.","71.81","closed","-23590.00","off","0","pressure","loss"
"9/6/2011 12:00:00 AM","GOLD","109.23","107.28","257472.00","uptrend","2400","9/23/2011 12:00:00 AM","97.62","234288.00","1%over 106.54 buypt; breakout from 11-monthcup base.","106.54","closed","-23184.00","off","0","correction","loss"
"9/12/2011 12:00:00 AM","DG","35.71","35.73","264402.00","uptrend","7400","12/11/2012 12:00:00 AM","44.83","331742.00","Nowjust1.5% above34.27buy pointincup-with-handle base.","34.27","closed","67340.00","on","56.04","uptrend","trailstop"
"9/15/2011 12:00:00 AM","MA","347.782","34.42","265034.00","uptrend","7700","9/30/2011 12:00:00 AM","31.32","241164.00","Reverseslowerafter clearing340.52 buypt. insquarebox.","340.52","closed","-23870.00","off","0","correction","loss"
"9/16/2011 12:00:00 AM","PRGO","96.36","95.54","257958.00","uptrend","2700","11/1/2011 12:00:00 AM","86.94","234738.00","Reboundingfrom failedbreakout.Back near 94.71buypoint.","94.71","closed","-23220.00","off","0","uptrend","loss"
"9/16/2011 12:00:00 AM","TDG","92.34","63.46","266532.00","uptrend","4200","9/22/2011 12:00:00 AM","57.75","242550.00","5%below91.33handle buypoint; baseis V-shaped.","91.33","closed","-23982.00","off","0","pressure","loss"
"9/20/2011 12:00:00 AM","CERN","70.31","35.14","263550.00","uptrend","7500","10/4/2011 12:00:00 AM","31.98","239850.00","Wanesafter passing 68.03buypoint inmarginaltrade Sept.14.","68.03","closed","-23700.00","off","0","correction","loss"
"9/20/2011 12:00:00 AM","IAG","23.29","21.25","265625.00","uptrend","12500","9/22/2011 12:00:00 AM","19.34","241750.00","Reboundsoff10-weekline; almostretakes 22.30buy point.","22.3","closed","-23875.00","off","0","pressure","loss"
"9/20/2011 12:00:00 AM","V","92.92","90.86","263494.00","uptrend","2900","10/3/2011 12:00:00 AM","82.68","239772.00","Near90.93buy pt;breakout from 10-wk cup baseonhigh vol.","90.93","closed","-23722.00","off","0","correction","loss"
"9/21/2011 12:00:00 AM","GFI","17.88","14.615","265993.00","uptrend","18200","9/23/2011 12:00:00 AM","13.30","242060.00","Maybe forminghandlew/ 17.71buy ptincup w/handlebase.","17.71","closed","-23933.00","off","0","correction","loss"
"10/19/2011 12:00:00 AM","ISRG","417.88","417.62","250572.00","uptrend","600","7/23/2012 12:00:00 AM","475.91","285546.00","Handlebuypoint at402.45.1st stage basethanksto reset.","402.45","closed","34974.00","on","594.89","pressure","trailstop"
"10/20/2011 12:00:00 AM","TSCO","71.55","35.03","266228.00","uptrend","7600","6/28/2012 12:00:00 AM","39.71","301796.00","Formsfirst-stage cup withhandlewith 70.20buy point.","70.2","closed","35568.00","on","49.64","correction","trailstop"
"1/6/2012 12:00:00 AM","AAP","71.52","71","262700.00","uptrend","3700","5/17/2012 12:00:00 AM","74.00","273800.00","Backunder 71.10buy pointafterpoking aboveinlow volume.","71.1","closed","11100.00","on","92.5","correction","trailstop"
"1/10/2012 12:00:00 AM","CELG","70.26","70.26","259962.00","uptrend","3700","6/11/2012 12:00:00 AM","63.94","236578.00","Dropssharplyinfast trade afteredging over 68.35entry.","68.35","closed","-23384.00","off","0","correction","loss"
"1/20/2012 12:00:00 AM","MNST","104.52","52.26","266526.00","uptrend","5100","5/1/2012 12:00:00 AM","67.17","342567.00","Buildingsquarebox orflat basewith 98.46buy point.","98.46","closed","76041.00","on","83.96","uptrend","trailstop"
"1/20/2012 12:00:00 AM","BIIB","118.14","118.14","259908.00","uptrend","2200","4/4/2014 12:00:00 AM","287.11","631642.00","Flirtswithbase-on-base's 117.65 buy point.","117.65","closed","371734.00","on","358.89","uptrend","trailstop"
"1/25/2012 12:00:00 AM","AAPL","446.58","61","262300.00","uptrend","4300","11/7/2012 12:00:00 AM","77.33","332519.00","Justunder 427.85cup with handlebuy point;had longrun.","427.85","closed","70219.00","on","96.66","correction","trailstop"
"1/25/2012 12:00:00 AM","PII","65.3","62.54","262668.00","uptrend","4200","5/30/2014 12:00:00 AM","128.92","541464.00","Buildingdouble-bottombase with63.16buy point.","63.16","open","278796.00","on","145.93","uptrend",""
"2/2/2012 12:00:00 AM","NUS","51.85","49.53","262509.00","uptrend","5300","5/1/2012 12:00:00 AM","45.07","238871.00","Continuestotrade inflatbase with 51.77buypoint.","51.77","closed","-23638.00","off","0","uptrend","loss"
"2/3/2012 12:00:00 AM","SWI","34.65","34.66","263416.00","uptrend","7600","10/22/2012 12:00:00 AM","48.76","370576.00","Maybe forminga cup-without-handlebasewith a33.78 entry","33.78","closed","107160.00","on","60.95","correction","trailstop"
"3/1/2012 12:00:00 AM","TAL","36.63","31.29","265965.00","uptrend","8500","5/31/2012 12:00:00 AM","28.47","241995.00","12%past35.01cup-with-handlebuy point; onthin side.","35.01","closed","-23970.00","off","0","correction","loss"
"3/12/2012 12:00:00 AM","ALXN","87.9","87.87","263610.00","uptrend","3000","10/24/2012 12:00:00 AM","95.63","286890.00","Setsupthree-weeks tightpattern with87.73buy point.","87.73","closed","23280.00","on","119.54","correction","trailstop"
"5/2/2012 12:00:00 AM","VRSK","49.17","49.18","265572.00","uptrend","5400","5/30/2014 12:00:00 AM","59.19","319626.00","Lastentryat 47.63from three-weeks-tightpattern.","47.63","open","54054.00","on","69.09","uptrend",""
"6/19/2012 12:00:00 AM","ALGN","34.73","34.73","263948.00","uptrend","7600","6/22/2012 12:00:00 AM","31.60","240160.00","7thweek of awkward base; buypointsat 33and 34.39.","34.39","closed","-23788.00","off","0","pressure","loss"
"6/19/2012 12:00:00 AM","BBBY","74.72","74.72","261520.00","uptrend","3500","6/21/2012 12:00:00 AM","68.00","238000.00","Hashadtrouble clearing72.85buy pointfrom aflat base.","72.85","closed","-23520.00","off","0","uptrend","loss"
"6/19/2012 12:00:00 AM","TCBI","40","40","264000.00","uptrend","6600","11/15/2012 12:00:00 AM","41.74","275484.00","Reversesafterclearingbase-on-base entryat 39.41.","39.41","closed","11484.00","on","52.17","correction","trailstop"
"6/21/2012 12:00:00 AM","UA","98.41","24.63","266004.00","uptrend","10800","6/28/2012 12:00:00 AM","22.41","242028.00","2%above 102.96buy pointfrom flatbase.","102.96","closed","-23976.00","off","0","correction","loss"
"6/22/2012 12:00:00 AM","FDO","70.47","68.19","265941.00","pressure","3900","7/25/2012 12:00:00 AM","62.05","241995.00","Inbuy range: 4.5%past70.10 buypointin aflatbase.","70.1","closed","-23946.00","off","0","correction","loss"
"7/5/2012 12:00:00 AM","ROST","67.21","65.82","263280.00","uptrend","4000","10/22/2012 12:00:00 AM","59.90","239600.00","Bigsell-off sends it below64.89flat-basetrigger.","64.89","closed","-23680.00","off","0","correction","loss"
"7/5/2012 12:00:00 AM","TFM","57.29","57.29","263534.00","uptrend","4600","7/20/2012 12:00:00 AM","52.13","239798.00","Backabove its10-weekline. Stillbelowprior 55.07entry.","55.07","closed","-23736.00","off","0","uptrend","loss"
"8/3/2012 12:00:00 AM","NVO","156.26","30.09","264792.00","uptrend","8800","5/30/2014 12:00:00 AM","42.28","372064.00","Gapsup, 3%past 149.04handle entryindull turnover.","149.04","open","107272.00","on","47.53","uptrend",""
"8/7/2012 12:00:00 AM","CF","205.79","201.41","261833.00","uptrend","1300","4/2/2013 12:00:00 AM","183.28","238264.00","Near202.43 buypt incup-with-handlebase.","202.43","closed","-23569.00","off","0","uptrend","loss"
"8/13/2012 12:00:00 AM","DKS","50.53","49.55","262615.00","uptrend","5300","12/13/2012 12:00:00 AM","45.09","238977.00","Pullsback to50.42cup-with-handle entry.","50.42","closed","-23638.00","off","0","uptrend","loss"
"8/15/2012 12:00:00 AM","FLT","41.99","41.97","264411.00","uptrend","6300","5/30/2014 12:00:00 AM","126.41","796383.00","2%from 41.40entry asnew baseforms; above10-weekline.","41.4","open","531972.00","on","132.22","uptrend",""
"8/17/2012 12:00:00 AM","FRAN","34.44","34.32","264264.00","uptrend","7700","9/5/2012 12:00:00 AM","31.23","240471.00","Climbingrightside; potential32.69buy pointinhandle.","32.69","closed","-23793.00","off","0","uptrend","loss"
"9/4/2012 12:00:00 AM","ULTA","94.12","94.18","263704.00","uptrend","2800","2/19/2013 12:00:00 AM","85.70","239960.00","Shapeslate-stage basewith 98.52buy point.","98.52","closed","-23744.00","off","0","uptrend","loss"
"9/11/2012 12:00:00 AM","TDC","75.15","75.14","262990.00","uptrend","3500","10/24/2012 12:00:00 AM","68.38","239330.00","Rises9% past73.84double-bottomentry;volume dries up.","73.84","closed","-23660.00","off","0","correction","loss"
"9/19/2012 12:00:00 AM","QIHU","25.18","25.2","264600.00",,"10500","9/25/2012 12:00:00 AM","22.93","240765.00","Slipsafter clearing24.98handleentry. Resistanceat 25.","24.98","closed","-23835.00","off","0","uptrend","loss"
"9/25/2012 12:00:00 AM","CTRX","98.79","49.4","261820.00","uptrend","5300","10/3/2013 12:00:00 AM","44.95","238235.00","Formscup with narrow handleand 97.48buy point.","97.48","closed","-23585.00","off","0","uptrend","loss"
"9/28/2012 12:00:00 AM","WPI","85.15","85.16","263996.00","uptrend","3100","1/23/2013 12:00:00 AM","85.73","265763.00","Hasn'tgainedmuch since clearing81.10in4-weeks-tight.","81.1","open","1767.00","off","0","uptrend",""
"10/4/2012 12:00:00 AM","RMD","40.91","39.62","265454.00","uptrend","6700","12/11/2013 12:00:00 AM","45.21","302907.00","Near40.09buy pointinthree-weeks tightpattern.","40.09","closed","37453.00","on","56.51","uptrend","trailstop"
"11/28/2012 12:00:00 AM","DDD","48.37","32.24","264368.00","uptrend","8200","12/3/2012 12:00:00 AM","29.34","240588.00","Cleared44.90, thenfell15%under entry;retakes 10-week.","44.9","closed","-23780.00","off","0","uptrend","loss"
"11/28/2012 12:00:00 AM","HTZ","15.58","15.57","266247.00","uptrend","17100","9/26/2013 12:00:00 AM","22.20","379620.00","Deepcup evolvesintodouble-bottom basewith 15.27entry.","15.27","closed","113373.00","on","27.75","uptrend","trailstop"
"12/11/2012 12:00:00 AM","FMX","99.54","96.41","260307.00","uptrend","2700","6/24/2013 12:00:00 AM","87.73","236871.00","Clears98.20buy pointwith volumefrom five-week flatbase.","98.2","closed","-23436.00","off","0","correction","loss"
"12/11/2012 12:00:00 AM","NSR","41.98","41.97","264411.00","uptrend","6300","10/8/2013 12:00:00 AM","45.83","288729.00","Climbingrightsideof new cup basewith 41.41buy point.","41.41","closed","24318.00","on","57.29","pressure","trailstop"
"12/11/2012 12:00:00 AM","RGR","48.73","46.31","263967.00","uptrend","5700","12/17/2012 12:00:00 AM","42.14","240198.00","7%past48.16buy point; price was adjustedfor dividend.","48.16","closed","-23769.00","off","0","uptrend","loss"
"12/12/2012 12:00:00 AM","EMN","63.66","61.79","265697.00","uptrend","4300","5/30/2014 12:00:00 AM","87.92","378056.00","Worksonclearing61.58flat-baseentry, but volume lacking.","61.58","open","112359.00","on","88.84","uptrend",""
"12/17/2012 12:00:00 AM","SODA","43.54","43.54","265594.00","uptrend","6100","7/9/2013 12:00:00 AM","62.24","379664.00","Stocksketchesa sketchy handle;43.10potential buypoint.","43.1","closed","114070.00","on","77.8","correction","trailstop"
"12/18/2012 12:00:00 AM","BCEI","26.88","26.88","266112.00","uptrend","9900","4/15/2013 12:00:00 AM","33.89","335511.00","Buildsasix-week cup,26.70 possibleentry.","26.7","closed","69399.00","on","42.36","uptrend","trailstop"
"12/18/2012 12:00:00 AM","HDB","40.9","40.29","265914.00","uptrend","6600","3/21/2013 12:00:00 AM","36.66","241956.00","Now4% above39.42buy pointfrom flatbase.","39.42","closed","-23958.00","off","0",,"loss"
"1/3/2013 12:00:00 AM","ALK","44.76","44.24","265440.00","uptrend","6000","6/6/2013 12:00:00 AM","53.77","322620.00","Backsoff, now1% under 43.17three-weeks-tightentry.","43.17","closed","57180.00","on","67.21","pressure","trailstop"
"1/9/2013 12:00:00 AM","AIRM","40.61","40.59","263835.00","uptrend","6500","4/25/2013 12:00:00 AM","36.94","240110.00","Retreatsafterclearing38.89cup buy point.","38.89","closed","-23725.00","off","0","correction","loss"
"1/9/2013 12:00:00 AM","CVLT","70.08","70.19","259703.00","uptrend","3700","12/4/2013 12:00:00 AM","72.00","266400.00","Inbuy rangefrom 70.02buy pointinascending base.","70.02","closed","6697.00","on","90","uptrend","trailstop"
"1/9/2013 12:00:00 AM","DNKN","34.98","34.01","265278.00","uptrend","7800","5/30/2014 12:00:00 AM","44.76","349128.00","Edgespast33.59 cup-with-handleentryin meektrade.","33.59","open","83850.00","on","52.77","uptrend",""
"1/16/2013 12:00:00 AM","EBAY","52.9","52.9","264500.00","uptrend","5000","11/26/2013 12:00:00 AM","48.14","240700.00","5%past51.13entry;still out ofbuy zonefrom 10-wk line.","51.13","closed","-23800.00","off","0","uptrend","loss"
"1/16/2013 12:00:00 AM","INGR","68.99","66.61","266440.00","uptrend","4000","2/4/2013 12:00:00 AM","60.62","242480.00","2%past66.47buy point; climbing10-weekmoving avg.","66.47","closed","-23960.00","off","0","uptrend","loss"
"1/22/2013 12:00:00 AM","STX","37.9","36.22","264406.00","uptrend","7300","1/29/2013 12:00:00 AM","32.96","240608.00","First-stagecup has 35.80buy point;RS lineon therise.","35.8","closed","-23798.00","off","0","uptrend","loss"
